Divisao;Unidade;Código Cliente;Projeto Financeiro;Mês base;Dono de Carteira;Segmento
KJ22;H108;386919;175821;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;J101;386987;175902;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;J103;386720;175803;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;J112;386835;175776;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;J128;386394;176743;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;J130;387089;176059;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;K105;386928;176028;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;K127;386686;176021;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KJ82;Q0822;404490;178482;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0825;406847;179493;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
KJ82;Q0826;404818;178444;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0836;407703;179608;30/04/2024;COBRANÇA INTERNA - LUIZ;Amigavel
KJ82;Q0837;404456;178433;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0901;406026;178957;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0904;406051;178695;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0905;251137;179963;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0907;429399;183416;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0933;427102;182812;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1001;251789;178574;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1004;424072;181587;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1005;408143;179833;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KJ82;Q1016;405996;178627;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1017;404475;178564;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1103;406382;178898;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1115;405416;178648;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1120;406199;178858;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KJ82;Q1122;407814;181498;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1126;424297;181728;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;L110;386633;175693;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;L120;386834;175775;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;L122;386475;176090;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;M116;386781;175754;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;N105;386862;175794;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;N117;386655;176117;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;Q106;387253;175964;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;Q122;387191;175707;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;Q123;387361;176118;30/04/2024;ASSESSORIA TW - DULCE;AF
KJ22;R108;429550;175947;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KJ22;S135;386948;176170;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;T101;386968;175862;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;U102;386588;175948;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KJ22;V111;386459;175888;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;W104;386454;176114;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;W115;386894;176231;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KJ22;W122;386414;175616;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ22;W123;386414;175617;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;AC104;426245;182356;30/04/2024;COBRANÇA INTERNA - NAYARA;Preventivo
KJ32;AC105;409744;180502;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0726;404816;178590;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0737;424067;181605;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KJ82;Q0742;406791;179084;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0810;405020;178519;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0813;404592;178556;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0833;423999;181590;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0835;424253;181805;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0909;404618;178323;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0910;405289;178310;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0914;406604;178976;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0915;405407;178384;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0920;406010;178644;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0925;407645;179600;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0927;407814;179703;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0928;405295;178440;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0935;405435;178506;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q0937;405405;178307;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1002;429388;183513;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1008;361490;178508;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
KJ82;Q1009;361490;178507;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
KJ82;Q1011;406512;178945;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
KJ82;Q1015;404630;178319;30/04/2024;COBRANÇA INTERNA - NAYARA;Amigavel
KJ82;Q1022;404640;178453;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1029;404634;178447;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1031;405414;178478;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1032;429339;183437;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KJ82;Q1101;406734;179061;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1105;408363;179955;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1107;423798;181354;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1113;346583;178477;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1118;405051;178409;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1130;427601;183770;30/04/2024;SEM DONO DE CARTEIRA;Permuta
KJ82;Q1215;426920;178481;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1218;425955;182230;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1224;429387;183522;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1309;425953;182229;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1316;405296;178372;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KK22;AA138;363803;175311;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KK22;CA117;387756;176307;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
KK22;D116;345810;164150;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
KJ82;Q1128;405296;178377;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1132;406792;179062;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1202;430465;183828;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1209;407854;179711;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1212;404812;178449;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1216;407735;179712;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1217;415663;180638;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1221;408117;179797;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1228;430448;183775;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1230;405457;178502;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1301;427237;182878;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1304;407495;179542;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KJ82;Q1307;406763;179004;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KJ82;Q1317;404426;178331;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KK22;AA122;363345;175027;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;AA123;403041;174726;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KK22;DA110;363560;175155;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
KK22;DA114;363029;182273;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KK22;E111;349699;167252;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KK22;E128;386322;175595;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;F104;345711;164056;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;G102;345736;164078;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
KK22;G111;346493;164629;30/04/2024;ASSESSORIA TW - GUILHERME;AF
KK22;H103;346340;164528;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;H106;346153;164386;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KK22;H109;346165;164393;30/04/2024;COBRANÇA INTERNA – AXIS;Preventivo
KK22;H115;346587;164704;30/04/2024;ASSESSORIA TW - GUILHERME;AF
KK22;H120;348717;166343;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KK22;I102;345689;164044;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;I110;345685;164042;30/04/2024;COBRANÇA INTERNA – AXIS;Preventivo
KK22;J107;346246;164474;30/04/2024;COBRANÇA INTERNA - LUIZ;AF
KK22;K115;347079;165169;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KK22;L111;348395;166113;30/04/2024;COBRANÇA INTERNA - NAYARA;Preventivo
KK22;M103;346157;164389;30/04/2024;SEM DONO DE CARTEIRA;Liminar
KK22;N121;346152;164385;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
KK22;P111;345729;164074;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KK22;Q108;406064;178657;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;S105;350824;167615;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KK22;V112;359905;173379;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KJ32;AC107;409365;180462;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;BA103;423067;181127;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;BA104;423067;181126;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;BB101;427564;183064;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;C110;409358;180517;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;CA105;423956;181515;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;CC101;423987;181575;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;DA101;424056;181577;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;DA104;409664;180630;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;DA106;409681;180585;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;EA106;426086;182268;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;EB104;410026;180545;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;EB105;409637;180652;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;EB106;409290;180587;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;F102;57278;180888;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KJ32;FA101;426689;182608;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KJ32;FA107;429537;183510;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;FB103;424068;181571;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;G101;423098;181063;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;G104;423111;181242;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;GA103;429355;183379;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;H104;426303;183881;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1203;429393;183407;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1205;426317;182485;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KJ82;Q1206;425951;182228;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1208;424165;181695;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KJ82;Q1219;426951;182741;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KJ82;Q1227;430448;183777;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1303;405301;179015;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KJ82;Q1305;429611;183543;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ82;Q1306;407516;179497;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KK22;AA124;403041;174725;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KK22;E115;387835;166269;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;E119;349359;166723;30/04/2024;COBRANÇA INTERNA - LUIZ;Amigavel
KK22;H108;345733;164076;30/04/2024;COBRANÇA INTERNA – AXIS;Preventivo
KK22;H114;345856;164181;30/04/2024;SEM DONO DE CARTEIRA;Liminar
KK22;H116;346587;164707;30/04/2024;ASSESSORIA TW - GUILHERME;AF
KK22;I103;345815;164153;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KK22;I113;346155;164388;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;I115;345677;164037;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;M122;346211;164427;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;N113;349040;166552;30/04/2024;SEM DONO DE CARTEIRA;Liminar
KK22;N114;345786;164129;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;V114;424003;181561;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KK22;W117;360486;173591;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KK22;Y123;362136;174392;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KL26;QC1001;406373;159007;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KL26;QC1003;309015;148627;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KL26;QC401;427674;183083;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
KL26;QC402;427674;183080;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
KL26;QC404;427674;183078;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
KL26;QC801;51862;147639;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KL26;QC807;350917;182466;30/04/2024;COBRANÇA INTERNA - LUIZ;Preventivo
KJ32;HA104;430764;184021;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;HB103;409502;180543;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;I101;409625;180534;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;IA103;428223;183293;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;J109;409674;180525;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;KA105;409660;180625;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;KA107;430487;183872;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;KB104;409451;181451;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KJ32;LA105;430487;183926;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;LB103;409640;180631;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;LB106;427597;183447;30/04/2024;SEM DONO DE CARTEIRA;Permuta
KK22;V120;406329;178793;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KL26;QC1006;309278;166629;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KL26;QC100708;430624;183952;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KL26;QC701;384461;176104;30/04/2024;COBRANÇA INTERNA – AXIS;Preventivo
KL26;QC909;359029;179828;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KN06;BA503;426570;182554;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KN06;C517;344221;162882;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
KN06;D517;425942;162919;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;J505;344493;164172;30/04/2024;SEM DONO DE CARTEIRA;Liminar
KN06;M529;347185;165242;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;N505;347941;165798;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
KN06;T513;406392;178845;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KN06;U516;351161;167809;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KN06;V502;406361;179556;30/04/2024;COBRANÇA INTERNA – AXIS;Preventivo
KN06;Z511;361634;174249;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KP66;QC0911;390153;176907;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KP66;QC0914;404075;178303;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KP66;QC1101;299983;174476;30/04/2024;COBRANÇA INTERNA - LUIZ;AF
KP66;QC1602;356597;175528;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KP72;B109;360201;173489;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KJ32;M101;409740;180624;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;MA106;430674;184007;30/04/2024;COBRANÇA INTERNA - NAYARA;Ato
KJ32;MB103;409643;180551;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;N102;411697;180597;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;N103;424965;182015;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;NB101;410914;180643;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;NB102;426321;182397;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;NB106;427563;183063;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;NB108;409633;180532;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;OA102;427069;182858;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KJ32;OA107;414211;180602;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KK22;E108;346163;164392;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;E116;358821;172624;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KK22;E122;351083;167722;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;E126;346534;169088;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KK22;H118;346380;164552;30/04/2024;COBRANÇA INTERNA – AXIS;Preventivo
KK22;I104;346520;164653;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;K116;346161;164391;30/04/2024;COBRANÇA INTERNA – AXIS;Preventivo
KK22;M104;345803;164142;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;N109;345682;164040;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KK22;O119;346552;164676;30/04/2024;SEM DONO DE CARTEIRA;AF
KK22;P101;345777;164119;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KK22;P110;345951;164256;30/04/2024;COBRANÇA INTERNA – AXIS;Preventivo
KK22;P113;346589;164705;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
KK22;U116;362592;174923;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KK22;W113;350777;167554;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
KK22;Y132;362196;174596;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
KK22;Z109;350303;167401;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KL26;QC405;427674;183075;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
KL26;QC406;427674;183077;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
KL26;QC802;51862;147638;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KL26;QC804;51862;147622;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KN06;A514;299984;165905;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KN06;A515;299984;165911;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KN06;G502;345022;163527;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;H511;52704;162908;30/04/2024;ASSESSORIA - VM RECOVERY;AF
KN06;H514;344482;163288;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
KN06;H521;344511;163171;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;I512;344234;162898;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;J512;349444;166801;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
KN06;M525;350569;167443;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
KN06;Q504;406313;173066;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;R513;352960;169084;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KP66;QC1014;362493;174344;30/04/2024;COBRANÇA INTERNA - NAYARA;AF
KP66;QC1202;359427;175569;30/04/2024;ASSESSORIA - VM RECOVERY;AF
KP66;QC1301;406453;178876;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KP66;QC1307;404353;178181;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KP66;QC1703;347780;179884;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KP72;B114;360664;173730;30/04/2024;COBRANÇA INTERNA - NAYARA;AF
KP72;C101;358468;172464;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KP72;C103;358334;172347;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KN06;A507;424104;181678;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KN06;A513;348158;165949;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;AA503;357189;171350;30/04/2024;COBRANÇA INTERNA – AXIS;Liminar
KN06;AA509;349176;166608;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KN06;B503;344189;162931;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;B509;171617;163225;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;BA502;73498;174851;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;D505;425946;165738;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;G510;344230;162894;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
KN06;H505;344291;162974;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KN06;H515;344482;163289;30/04/2024;COBRANÇA INTERNA – AXIS;AF
KN06;H516;344232;162896;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;I509;344219;162879;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;K506;344440;163106;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;L514;344468;163131;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KN06;L520;363656;174964;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KN06;M514;344249;162911;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;M524;426002;182188;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KN06;N502;348369;166098;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;O512;349779;166996;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;P504;358062;172153;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;P507;354540;170446;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KN06;P512;347969;165815;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;P516;350549;167419;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;T505;352050;172592;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;T516;351342;167894;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
KN06;U520;383304;175305;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KN06;V506;354690;170216;30/04/2024;ASSESSORIA TW - GUILHERME;Mediacao
KN06;W503;362426;178796;30/04/2024;ASSESSORIA TW - GUILHERME;AF
KN06;X507;361759;174158;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
KP66;QC0915;407588;179528;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KP66;QC1011;280691;174402;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KP66;QC1203;356085;177044;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KP66;QC1302;404343;178182;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KP66;QC1304;361435;177556;30/04/2024;ASSESSORIA TW - GUILHERME;AF
KP66;QC1306;404541;178302;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KP66;QC1502;352034;177191;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KP66;QC1504;391834;177160;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
