Divisao;Unidade;Código Cliente;Projeto Financeiro
KF86;R323;345488;163888
KF86;R324;350335;167618
KF86;R327;308607;171283
KF86;S307;346519;164652
KF86;S310;348987;166515
KF86;S312;359643;173081
KF86;T310;348530;167173
KF86;T311;313764;137679
KF86;T314;313763;137678
KF86;U301;345848;164176
KF86;U302;350691;167520
KF86;U304;321910;144451
KF86;U305;348822;166400
KF86;U308;322757;145167
KF86;U309;322597;145032
KF86;U312;351392;167875
KF86;U313;332130;152922
KF86;U316;403390;177589
KF86;Y304;348809;166392
KF86;Y306;384789;176051
KF86;Y310;308998;133719
KF86;Y312;352102;168331
KF86;Y313;346048;164311
KF86;Y314;309478;134121
KF86;Y315;403213;177516
KF86;Y319;308409;133215
KF86;Y322;309136;133820
KF86;Z303;335059;156905
KF86;Z306;336282;156379
KF86;Z307;335673;155854
KF86;Z309;313896;137791
KF86;Z310;313896;137790
KF86;Z313;309072;133769
KF86;Z315;308665;133435
KF86;Z316;334476;154937
KF86;Z318;351681;168112
KF86;Z319;403409;177607
KF86;Z335;352393;168731
KF86;Z336;360041;173214
KF86;Z341;348924;166462
KF86;Z343;424178;181655
KF86;AA302;403023;173202
KF86;AA303;359446;172876
KF86;AA304;341534;160509
KF86;AA305;351614;167965
KF86;AA306;308234;168120
KF86;AA310;345604;163980
KF86;AA317;337554;157412
KF86;AA323;358222;172246
KF86;AA329;308939;133907
KF86;AA330;345164;163664
KF86;AA339;356050;177739
KF86;AA340;337457;157319
KF86;BA301;308691;133453
KF86;BA302;335795;155948
KF86;BA303;308999;133707
KF86;BA310;344152;162840
KF86;BA315;348914;166454
KF86;BA316;357416;171371
KF86;BA328;350410;167335
KF86;BA332;355757;170659
KF86;BA335;310594;135042
KF86;BA338;308755;169173
KF86;BA340;308705;133466
KF86;BA342;347883;165757
KF86;BA343;347483;165479
KF86;CA301;345988;164276
KF86;CA303;407487;179456
KF86;CA304;345808;164148
KF86;CA309;354772;170190
KF86;CA324;356291;170876
KF86;CA325;348943;166477
KF86;CA328;309053;133756
KF86;CA331;309126;133812
KF86;CA338;309111;133808
KF86;CA339;309111;133810
KF86;DA304;350620;167473
KF86;DA309;425262;182075
KF86;DA313;406660;178955
KF86;EA302;333851;154371
KF86;EA305;308961;133674
KF86;EA306;345841;164171
KF86;EA308;363613;177705
KF86;EA310;361325;135043
KF86;EA315;331956;152778
KF86;EA317;308398;133203
KF86;EA326;345486;163887
KF86;EA327;332323;165153
KF86;FA302;321945;144477
KF86;FA303;345403;163832
KF86;FA305;335671;155853
KF86;FA307;350264;167218
KF86;FA309;350434;167289
KF86;FA310;313672;137608
KF86;FA311;335805;155958
KF86;FA312;325735;147579
KF86;FA313;325735;147582
KF86;FA320;308905;133631
KF86;FA322;354250;171436
KF86;FA325;308910;133636
KF86;FA330;349431;166745
KF86;FA331;295453;150358
KF86;GA306;353686;169501
KF86;GA309;358759;172537
KF86;GA311;353379;169406
KF86;GA316;308914;133639
KF86;GA327;309017;133725
KF86;GA328;358812;172582
KF86;HA301;308981;133691
KF86;HA302;308922;133646
KF86;HA303;403185;173281
KF86;HA304;358365;172290
KF86;HA305;324240;146419
KF86;HA309;357192;171319
KF86;HA310;348824;166401
KF86;HA312;308966;133909
KF86;HA313;321149;143809
KF86;HA314;353797;172927
KF86;HA320;308937;133658
KF86;HA322;321394;163525
KF86;HA324;345533;163924
KF86;HA326;391295;176989
KF86;HA327;309035;133739
KF86;HA329;356050;170731
KF86;HA330;310634;135077
KF86;HA332;355801;170690
KF86;IA301;309221;133898
KF86;IA303;308713;133472
KF86;IA305;309030;133736
KF86;IA311;45083;134142
KF86;IA312;45083;134132
KF86;IA324;308452;133254
KF86;JA302;349214;166674
KF86;JA309;348996;166522
KF86;JA310;348996;166523
KF86;JA311;309090;133782
KF86;KA303;333921;154436
KF86;KA304;352302;168450
KF86;KA305;350259;167229
KF86;KA306;351610;168171
KF86;KA307;351714;168114
KF86;LA303;344577;163211
KF86;LA304;336035;156175
KF86;LA305;336972;156900
KF86;LA308;338048;157850
KF86;LA309;338048;157852
KF86;LA310;339527;159049
KF86;LA313;339586;159100
KF86;LA316;426161;182385
KF86;LA323;337380;157255
KF86;LA324;322608;145040
KF86;LA327;309126;144367
KF86;MA302;321128;143789
KF86;MA303;321128;143802
KF86;MA304;407487;181731
KF86;MA306;359352;172918
KF86;MA309;336052;156191
KF86;MA310;336052;156352
KF86;MA311;408201;179875
KF86;MA312;359353;172880
KF86;MA313;344861;163407
KF86;MA314;355623;170637
KF86;MA315;391866;177527
KF86;MA322;349338;167557
KF86;MA326;321215;143861
KF86;MA328;355662;170626
KF86;NA301;344646;163266
KF86;NA302;311817;136021
KF86;NA307;345202;163691
KF86;NA308;344875;163438
KF86;NA309;351370;167905
KF86;NA312;334540;154992
KF86;NA314;345335;179705
KF86;NA319;309498;134154
KF86;NA320;308758;163954
KF86;NA327;354325;170522
KF86;OA305;308932;133653
KF86;OA311;333940;154456
KF86;OA313;345406;163834
KF86;OA314;313448;137411
KF86;OA315;308438;133242
KF86;OA318;309030;178645
KF86;OA321;313853;137756
KF86;OA323;348104;165915
KF86;PA302;52206;133231
KF86;PA304;311860;136057
KF86;PA305;313437;137400
KF86;PA307;327493;148991
KF86;PA308;313181;137177
KF86;PA309;333562;154451
KF86;PA311;359008;172640
KF86;PA316;314904;138638
KF86;PA323;308509;133300
KF86;PA328;327014;148617
KF86;QA305;349170;166708
KF86;QA317;310324;134810
KF86;RA307;350917;171386
KF86;RA314;349175;137802
KF86;RA315;389944;176785
KK22;D106;390067;176878
KK22;D107;346017;164289
KK22;D112;426600;182548
KK22;D113;346486;164623
KK22;D116;345810;164150
KK22;D126;355156;181692
KK22;E103;390067;176945
KK22;E106;345867;164189
KK22;E108;346163;164392
KK22;E109;348889;166440
KK22;E110;345861;164185
KK22;E114;345837;164168
KK22;E120;345797;164139
KK22;E124;348486;166169
KK22;E128;386322;175595
KK22;F101;345738;164079
KK22;F102;345738;164080
KK22;F103;345738;164081
KK22;G101;348349;166164
KK22;G102;345736;164078
KK22;G104;346115;164357
KK22;G106;346040;166089
KK22;G107;345865;164187
KK22;G111;346493;164629
KK22;G114;345932;164240
KK22;H101;346218;164461
KK22;H102;345769;164114
KK22;H103;346340;164528
KK22;H108;345733;164076
KK22;H109;346165;164393
KK22;H110;345731;164075
KK22;H115;346587;164704
KK22;H116;346587;164707
KK22;H118;346380;164552
KK22;I101;351224;177548
KK22;I102;345689;164044
KK22;I106;346471;166003
KK22;I107;345805;164145
KK22;I108;345805;164146
KK22;I109;346218;164433
KK22;I110;345685;164042
KK22;I112;345728;164073
KK22;I113;346155;164388
KK22;J107;346246;164474
KK22;K101;345804;164143
KK22;K102;345804;164144
KK22;K108;345679;164038
KK22;K116;346161;164391
KK22;L103;346513;164645
KK22;L108;345919;164227
KK22;L109;348488;166170
KK22;L111;348395;166113
KK22;L120;384206;175493
KK22;M102;345934;164241
KK22;M103;346157;164389
KK22;M104;345803;164142
KK22;M111;346575;164696
KK22;M117;346497;164631
KK22;M118;346216;164432
KK22;N101;345949;164255
KK22;N102;236399;164245
KK22;N103;236399;164244
KK22;N104;236399;164242
KK22;N105;346573;164694
KK22;N110;346236;164465
KK22;N114;345786;164129
KK22;O102;348052;165907
KK22;O105;346179;164404
KK22;O118;389840;176756
KK22;O119;346552;164676
KK22;P104;348623;166266
KK22;P106;348360;166093
KK22;P107;256073;166159
KK22;P108;346232;164463
KK22;P109;348199;165980
KK22;P113;346589;164705
KK22;P117;361609;176896
KK22;Q108;406064;178657
KK22;R108;426082;182402
KK22;R110;346552;164675
KK22;S108;345742;164083
KK22;T103;348424;166127
KK22;T119;389677;176775
KK22;U110;387769;176757
KK22;V114;424003;181561
KK22;V120;406329;178793
KK22;CA117;387756;176307
KK22;DA102;386371;176177
KK22;DA103;386332;175933
KK22;DA114;363029;182273
KL26;QC603;324121;146296
KL26;QC604;324121;146298
KL26;QC702;384461;177528
KL26;QC805;305234;165858
KL26;QC806;348490;166171
KL26;QC907;78735;147945
KL26;QC909;359029;179828
KL26;QC1004;390045;176858
KN06;A501;344469;163133
KN06;A502;345298;163746
KN06;A506;347915;165779
KN06;A507;424104;181678
KN06;A512;348272;166037
KN06;A513;348158;165949
KN06;A517;298730;162869
KN06;B505;344339;163012
KN06;B509;171617;163225
KN06;B513;309487;166661
KN06;B514;347813;165711
KN06;B516;344471;163134
KN06;B517;333113;162907
KN06;B518;344480;163142
KN06;B521;347822;165717
KN06;C501;321134;166799
KN06;C504;344208;162867
KN06;C505;344208;162870
KN06;C506;344505;163165
KN06;C511;344432;163097
KN06;C514;344190;162914
KN06;C516;344223;162883
KN06;C517;344221;162882
KN06;C519;344217;162878
KN06;D502;344484;163144
KN06;D503;347023;165148
KN06;D506;344390;163058
KN06;D509;298544;163637
KN06;D510;345302;163748
KN06;D512;344278;162939
KN06;D516;344246;162910
KN06;D517;425942;162919
KN06;D519;347034;165307
KN06;D521;344918;163466
KN06;D522;344273;162934
KN06;E503;349012;170621
KN06;E504;344289;162954
KN06;E505;349012;170620
KN06;E506;349012;162943
KN06;E511;347091;165175
KN06;E513;346046;164310
KN06;E514;344276;162938
KN06;E516;344260;162923
KN06;E520;344600;163227
KN06;F504;347827;165720
KN06;F505;358741;172523
KN06;F506;345691;164046
KN06;F507;344250;162912
KN06;F508;347507;165501
KN06;F509;344389;163057
KN06;F511;344994;163517
KN06;F512;344237;162900
KN06;F513;344272;162933
KN06;F514;283024;162885
KN06;F515;283024;162873
KN06;F517;312049;162874
KN06;F518;344270;162932
KN06;F519;344229;162893
KN06;F520;344504;163163
KN06;G501;344202;162888
KN06;G503;344297;162959
KN06;G510;344230;162894
KN06;G511;347965;165812
KN06;G512;344274;162937
KN06;G513;344283;162946
KN06;G514;346645;164720
KN06;H501;347858;165739
KN06;H503;345451;163857
KN06;H504;344686;163309
KN06;H506;344227;162892
KN06;H507;344227;162891
KN06;H510;344490;163149
KN06;H511;52704;162908
KN06;H514;344482;163288
KN06;H515;344482;163289
KN06;H516;344232;162896
KN06;H519;344233;162897
KN06;H521;344511;163171
KN06;I512;344234;162898
KN06;I513;344285;162947
KN06;I514;344251;162913
KN06;I515;344251;162926
KN06;I516;344251;162936
KN06;I518;344268;162929
KN06;J519;350139;167150
KN06;J524;344226;162889
KN06;J526;344571;163208
KN06;K504;309259;166195
KN06;K513;344459;163120
KN06;L502;308331;166507
KN06;L509;350582;167519
KN06;L519;389921;176901
KN06;L522;347977;165821
KN06;L523;348000;165835
KN06;M511;344397;163063
KN06;M516;347780;165683
KN06;M517;347785;165686
KN06;M521;347113;165193
KN06;M523;349985;167051
KN06;M524;426002;182188
KN06;M525;350569;167443
KN06;M529;347185;165242
KN06;M530;347332;165382
KN06;N503;347237;165279
KN06;N505;347941;165798
KN06;N507;361024;176986
KN06;N512;357547;171449
KN06;N515;357285;171374
KN06;O508;349488;166847
KN06;O510;350732;167622
KN06;O514;350112;167230
KN06;O515;348444;166139
KN06;O516;353886;169515
KN06;O517;350556;167422
KN06;O519;343211;167503
KN06;O520;348473;166160
KN06;P504;358062;172153
KN06;P512;347969;165815
KN06;P515;350925;167630
KN06;P520;347791;165694
KN06;Q507;358897;172600
KN06;Q509;355802;171410
KN06;R503;352570;168792
KN06;R506;353914;169758
KN06;R510;357281;171375
KN06;R514;347910;165775
KN06;R518;403523;174394
KN06;R523;349283;166683
KN06;S502;353884;170222
KN06;S505;315310;169514
KN06;S510;349283;166680
KN06;S513;347912;165777
KN06;T501;362315;175272
KN06;T512;350810;167569
KN06;T513;406392;178845
KN06;T514;350857;167594
KN06;T515;351086;167734
KN06;U502;347985;167138
KN06;U503;348284;166047
KN06;U504;348313;166065
KN06;U505;349091;166575
KN06;U508;341043;166752
KN06;U509;349641;166899
KN06;U510;349641;166898
KN06;U514;349893;167066
KN06;U524;348871;166433
KN06;V501;350601;167442
KN06;V502;406361;179556
KN06;V514;349381;166760
KN06;V515;347949;165803
KN06;V519;309067;168452
KN06;V522;406891;173972
KN06;V523;62286;173971
KN06;W503;362426;178796
KN06;W507;356437;170910
KN06;W511;349806;166994
KN06;W515;359340;172890
KN06;W516;359340;172891
KN06;X513;349230;166746
KN06;Z505;356756;171055
KN06;Z506;356755;171060
KN06;Z520;354065;169837
KN06;AA507;346940;165272
KN06;BA503;426570;182554
KN06;BA508;351126;167756
KN06;BA509;351126;167790
KN06;BA512;350125;167139
L110;C108;68035;7958
L110;E111;67837;7808
L110;G114;67581;7590
L110;J112;76702;12866
L110;K128;257824;8326
L110;L105;67040;7154
L110;Q105;345283;163736
L110;Q106;345916;164225
L110;R106;74113;11354
L110;T114;345912;164222
L110;C201;406063;178872
L110;D207;67759;11536
L110;D212;86348;19935
L110;D213;86348;19936
L110;E205;74480;11584
L110;E207;74475;11581
L110;O205;327110;21537
L110;C0220;63925;7940
L130;Q3707;67504;90726
L220;A17;426042;182295
L220;C03;347118;165197
L220;C10;265510;99963
L220;D02;255665;92180
L220;D03;255665;92221
L220;E08;359452;172991
L220;E14;78465;13928
L220;F35;78679;14096
L220;G12;79180;14386
L220;H06;85274;19030
L220;H16;78905;14231
L220;I04;222964;67310
L220;I07;235912;76655
L220;I14;216720;68319
L220;J03;236081;101318
L220;K06;243270;82262
L220;M07;249048;91682
L220;R06;290011;177407
L220;T06;242310;59244
L220;T19;346845;165010
L220;U16;300058;55246
L220;W07;78652;14077
L220;X19;79466;14594
L220;X20;79466;14595
L220;X24;173425;30996
L220;Y08;208283;56443
L242;A01;243908;168926
L242;A08;228943;82803
L242;A09;228943;82828
L242;A10;272093;83044
L242;A11;349327;166748
L242;A12;348059;167219
L242;B13;355645;170676
L242;C10;345846;164175
L242;C11;244212;168931
L242;C12;348038;165862
L242;D09;244126;82933
L242;E02;346829;165005
L242;E09;344851;163359
L242;E10;428274;163399
L242;E14;244137;82940
L242;E15;244373;83194
L242;E16;244373;83196
L242;E19;245491;84087
L242;E26;343563;162289
L242;E27;245490;84097
L242;E30;243984;82795
L242;F03;362738;176958
L242;F10;244051;82880
L242;F27;297547;124216
L242;F33;349478;166837
L242;F36;243861;83053
L242;F37;244492;83355
L242;F38;244492;83357
L242;G02;351351;167912
L242;G03;229579;177542
L242;G08;244556;83367
L242;G09;229001;177525
L242;G13;244258;83062
L242;G15;406323;178804
L242;G19;228937;82748
L242;G30;244064;82878
L242;G32;260536;84082
L242;H07;348742;166358
L242;H24;407912;179724
L242;H25;407910;179716
L242;H28;358309;172442
L242;H30;351351;176414
L242;I01;352855;169038
L242;I03;300577;126683
L242;I08;345473;163875
L242;I09;243819;82683
L242;I10;345361;163799
L242;I11;339578;159094
L242;I22;349262;166645
L242;I25;244067;167918
L242;I26;244067;167927
L242;I30;244135;82938
L242;I31;256070;84258
L242;I32;350869;167604
L242;I35;334670;155092
L242;J02;259272;82637
L242;J05;326745;148388
L242;J08;305484;130794
L242;J09;277956;109314
L242;J15;346854;165018
L242;J20;243865;82696
L242;J22;257401;82991
L242;J25;333213;153827
L242;J29;349912;167038
L242;J30;346029;164296
L242;J32;243814;82640
L242;J34;351243;167929
L242;J35;350457;167359
L242;J36;349702;166896
L242;K01;268923;82725
L242;K04;244124;83063
L242;K06;244193;82990
L242;K07;327299;82812
L242;K10;326559;83207
L242;K11;229001;177537
L242;K14;244137;82939
L242;K16;295333;170836
L242;K18;344955;163488
L242;K19;243885;82711
L242;K20;243885;82715
L242;K22;320510;143280
L242;K28;344305;167523
L242;K30;344943;163482
L242;L07;349352;166751
L242;L09;348259;166026
L242;L11;263758;82713
L242;L12;244212;83211
L242;L15;245248;83961
L242;L20;242864;83126
L242;L21;243968;177994
L242;L24;282036;82842
L242;M03;348994;166520
L242;M04;243941;82763
L242;M06;244056;83361
L242;M09;348993;166519
L242;M13;245262;83969
L242;N10;244067;168839
L242;N17;344805;163410
L242;O03;348743;169427
L242;O04;348743;168796
L242;O05;348743;168795
L242;O06;243881;84470
L242;O13;243821;82770
L242;O16;243899;82735
L242;O17;243861;83052
L242;O19;345520;163913
L242;O20;344737;163329
L242;O21;388891;176636
L242;P03;357015;171266
L242;P04;351088;167757
L242;P13;344734;163326
L242;P17;351222;167851
L242;P21;244062;82869
L242;P24;349262;168334
L242;P27;345343;163781
L242;Q11;351294;167923
L242;Q14;339649;159168
L242;Q15;346420;164578
L242;Q23;356364;171089
L242;Q28;348059;165885
L242;Q31;348068;165897
L242;Q32;354551;170073
L242;Q33;361326;164374
L242;R02;354764;170277
L242;R09;358379;176880
L242;R10;350168;167133
L242;R14;244056;82864
L242;R15;244239;83048
L242;R18;344782;163406
L242;R21;243999;82816
L242;R25;406323;178805
L242;R26;244086;87114
L242;R27;244086;87112
L242;R28;244086;87115
L242;R29;244086;87113
L242;S04;352692;168918
L242;S06;349474;166789
L242;S12;345003;163521
L242;S17;343278;162054
L242;S19;354679;170232
L242;S20;348016;165843
L242;S26;243995;84196
L242;S29;244443;83286
L242;T01;359069;176435
L242;T08;244555;83366
L242;T13;349279;166665
L242;T18;281014;111606
L242;T19;287576;170555
M692;A11;263619;98413
M692;A13;323980;146168
M692;B03;387587;176413
M692;B05;330364;151421
M692;B07;406641;178923
M692;B10;344777;163435
M692;B15;388921;176429
M692;B17;349439;126337
M692;B18;346351;164535
M692;B19;352936;169125
M692;C01;348404;166118
M692;C02;345084;163579
M692;C10;406538;178929
M692;C14;348730;121290
M692;C15;263683;98463
M692;C21;352956;169122
M692;C22;294199;121582
M692;C24;347505;165498
M692;E02;341801;160793
M692;E03;337818;157621
M692;E04;271019;178292
M692;E08;328345;149702
M692;E12;313893;137788
M692;E18;341806;160802
M692;E19;341790;160774
M692;F01;347516;165508
M692;F04;317412;140758
M692;F05;316853;140303
M692;F06;317215;140585
M692;F07;352431;168723
M692;F10;267391;101422
M692;G08;346820;164992
M692;G10;352875;169058
M692;G12;344922;163469
M692;G13;346291;164505
M692;G18;266457;100702
M692;H02;328790;150089
M692;H07;404188;178187
M692;H08;265826;100235
M692;H09;266250;100532
M692;I03;348702;166330
M692;I05;304278;129759
M692;I06;406651;178969
M692;I08;325122;147102
M692;I09;316852;140302
M692;I10;349623;166956
M692;I17;345020;163526
M692;I18;263703;98478
M692;I19;267099;101189
M692;I20;284087;113730
M692;J01;406364;178835
M692;J09;263699;98476
M692;J11;351261;167856
M692;J12;263663;98446
M692;J15;350190;167200
M692;K02;307857;132743
M692;K03;339621;159133
M692;K04;343419;162181
M692;K05;334653;155079
M692;K07;348287;166050
M692;K13;294089;163981
M692;L02;267410;101436
M692;L07;312769;136809
M692;L12;344565;121846
M692;M07;346485;164620
M692;N04;344932;163474
M692;N05;357273;171537
M692;N08;387837;178099
M692;N09;355239;170542
M692;N11;345338;163778
M692;N13;344816;163403
M692;N15;348981;166512
M692;N17;302427;169485
M692;N18;263693;98472
M692;O01;301674;127640
M692;O04;339411;158923
M692;O15;307858;177506
M692;P01;301827;127759
M692;P02;345473;163923
M692;P06;304879;130255
M692;P08;294382;121713
M692;P13;352822;168976
M692;P17;350885;167603
M692;P19;352688;168869
M692;Q02;339409;158921
M692;Q04;347635;165584
M692;Q05;300579;126684
M692;Q06;354956;170349
M692;R06;354945;170330
M692;R10;323976;146165
M692;R11;304759;130153
M692;R14;340212;159197
M692;R15;356673;171076
M692;S07;301575;127551
M692;S18;352691;168934
M692;S20;287576;164466
M692;S22;353363;169265
M692;T01;263711;98484
M692;T07;294715;121987
M692;T10;137026;170681
M692;T12;349575;166893
M692;T19;293691;121226
M692;U02;406849;179237
M692;U03;347968;165814
M692;U04;350224;167226
M692;U05;333479;154064
M692;U07;352966;169073
M692;U09;352843;169069
M692;U10;355240;171549
M692;U11;354575;170149
M692;U12;344933;163475
M692;U14;353816;169451
M692;U15;343990;162734
M692;V01;264345;121882
M692;V04;345790;164133
M692;V06;343425;162185
M692;V07;345923;164231
M692;V09;351298;167909
M692;V12;293693;121227
M692;V18;229579;177543
M692;V20;337839;157635
M692;W08;352782;168985
M692;W09;343575;162298
M692;W10;270345;103487
M692;W11;264822;99381
M692;W12;293780;121298
M692;W13;336504;156555
M692;W16;346300;100716
M692;X01;344862;163425
M692;X05;345790;164132
M692;X08;304942;130316
M692;X12;265375;99839
M692;X13;354084;169858
M692;X14;293680;121216
M692;X16;303822;100362
M692;Y01;404250;178665
M692;Y03;345869;164190
M692;Y08;326667;148318
M692;Y13;266349;100612
M692;Y14;350113;167073
M692;Y16;356536;171013
M692;Z01;353107;169469
M692;Z03;345791;164134
M692;Z05;337846;157639
M692;Z08;244067;178291
M692;Z09;351304;167908
M692;Z10;351299;167877
M692;Z14;354413;170001
M692;Z16;406633;179019
M692;AA06;348849;166419
M692;AA10;296418;123334
M692;AA17;266246;100529
M692;AB01;336459;156521
M692;AB07;391209;177018
M692;AB10;300575;126682
M692;AC01;348323;166071
M692;AC06;345661;164024
M692;AC10;352650;169024
M692;AC16;291167;119334
M692;AD04;306831;131926
M692;AD10;279378;111240
M692;AD11;264219;98868
M692;AE01;354218;169971
M692;AE04;346961;165134
M692;AE14;264340;98979
M692;AF10;350093;167201
M692;AF11;330448;151496
M692;AF16;356783;171077
M692;AG11;263674;98454
M692;AG16;346913;165056
M692;AH01;264265;98905
M692;AH05;294374;121707
M692;AH07;136938;166303
M692;AH09;349813;166993
M692;AH17;351303;167911
M692;AI03;348524;166196
M692;AI05;333103;153727
M692;AI06;349299;166823
M692;AI07;271699;155965
M692;AI08;350503;167381
M692;AJ03;348301;166059
M692;AJ12;356081;170742
M692;AJ15;264245;98888
M692;AJ17;333436;154024
M692;AK02;229579;177541
M692;AK04;355294;170534
M692;AL04;339617;159128
KH02;A216;344015;162752
KH02;A218;344620;163244
KH02;A219;344537;163180
KH02;A221;344123;162823
KH02;A222;344017;162753
KH02;B203;344308;162971
KH02;B205;344024;162760
KH02;B216;344473;163135
KH02;D220;344022;162758
KH02;D221;258133;163075
KH02;D226;344317;162986
KH02;D227;344018;162754
KH02;D228;344417;163080
KH02;D235;313807;163081
KH02;D237;344403;163429
KH02;D238;313807;163069
KH02;E224;344619;163243
KH02;E228;344126;162824
KH02;E229;344362;163031
KH02;E230;344019;162756
KH02;E231;344628;163252
KH02;E232;344120;162819
KH02;E233;344315;162985
KH02;G201;344406;163079
KH02;G205;344288;162953
KH02;G206;344035;162766
KH02;G207;344173;162853
KH02;G209;344326;162997
KH02;G215;344379;163050
KH02;G216;344406;163070
KH02;G217;344406;163083
KH02;H201;344415;163077
KH02;H203;345030;163536
KH02;H209;345058;163563
KH02;H210;344103;163044
KH02;H211;344103;162809
KH02;H213;344550;163191
KH02;H214;346313;164514
KH02;H219;344678;163299
KH02;H220;344121;162820
KH02;H228;344031;162764
KH02;H233;344025;162761
KH02;H234;344369;163137
KH02;H235;344830;163353
KH02;H236;250848;163041
KH02;H243;344372;163456
KH02;H244;344865;163430
KH02;J201;344605;163233
KH02;J202;344299;162962
KH02;J204;344118;162818
KH02;J207;345829;164163
KH02;J208;344330;163005
KH02;J209;344755;163342
KH02;J211;345827;164162
KH02;J212;344416;163078
KH02;J223;344355;163027
KH02;J233;344499;163159
KH02;K203;344603;163230
KH02;L201;344404;163068
KH02;L205;344300;162963
KH02;L206;344335;163009
KH02;L208;344301;162964
KH02;L210;309233;163030
KH02;L212;345834;164166
KH02;L221;344023;162759
KH02;N201;341778;163006
KH02;N217;344007;162806
KH02;N219;348144;166016
KH02;N220;348144;165957
KH02;N221;343994;162743
KH02;O212;345981;164270
KH02;P207;344642;163264
KH02;Q216;344442;163108
KH02;R207;344704;163315
KH02;R208;344298;162961
M082;A05;309234;133984
M082;A06;309234;133916
M082;A07;316984;140410
M082;A08;315370;139083
M082;A13;300890;126922
M082;A16;250773;88186
M082;A18;250831;90194
M082;A19;250831;88233
M082;A23;250884;88271
M082;A24;251331;88658
M082;A25;306531;131667
M082;A28;250828;88231
M082;A31;345216;163704
M082;A32;298809;125293
M082;A35;250817;88223
M082;B10;333272;153882
M082;B11;305647;130935
M082;B13;345554;163939
M082;B15;306082;131301
M082;B17;316345;139865
M082;B18;299062;125378
M082;C02;291723;119743
M082;C03;291795;119791
M082;C04;250811;88216
M082;C14;253060;90308
M082;C15;253055;90305
M082;C17;257906;94175
M082;C18;321993;144521
M082;C19;322237;144739
M082;D12;321430;144043
M082;D13;323404;145659
M082;D15;250544;87952
M082;D16;286579;115743
M082;D17;286579;115750
M082;D18;286579;115882
M082;E10;339206;158735
M082;E11;338986;162195
M082;E13;252456;89679
M082;E14;252156;89378
M082;F03;322174;144675
M082;F05;339347;158860
M082;F08;281602;111921
M082;F09;281602;111920
M082;F12;289633;133380
M082;F14;344753;163340
M082;G06;281153;111680
M082;G11;254622;91634
M082;G12;252595;89828
M082;G16;301678;134584
M082;H03;254229;103213
M082;H07;322169;146853
M082;H14;254242;91385
M082;H20;288550;134883
M082;H21;288550;137931
M082;H22;288550;137932
M082;H23;309233;133914
M082;I01;324354;146500
M082;I14;254214;91374
M082;J04;258133;94040
M082;J05;343362;162130
M082;J06;263910;98619
M082;J08;251650;88934
M082;J09;251650;88940
M082;J10;272024;104855
M082;J12;258275;94179
M082;J16;345292;163742
M082;J18;323683;145916
M082;J20;314380;122023
M082;K02;264743;99312
M082;K04;300780;126832
M082;K06;250939;88315
M082;K07;250939;88316
M082;K09;346136;164375
M082;K12;316149;139695
M082;K13;313807;137718
M082;K14;316149;139696
M082;L01;250904;88286
M082;L02;251335;88660
M082;L05;250893;88278
M082;L13;253661;90901
M082;L14;291235;120408
M082;L15;309616;134262
M082;L17;308088;132936
M082;L23;250904;88973
M082;M06;306707;131819
M082;M07;318940;141993
M082;M08;318940;141994
M082;M14;321936;144470
M082;M16;294750;140738
M082;M17;317587;140867
M082;M18;311342;135619
M082;N07;253016;90270
M082;N08;250938;88313
M082;N09;250938;89343
M082;N10;344751;163339
M082;O01;254229;91383
M082;O02;254229;91636
M082;O12;250912;88295
M082;O15;284914;114416
M082;P05;251341;88664
M082;P06;251341;88667
M082;P07;251341;88673
M082;P12;253396;90649
M082;Q05;258224;94140
M082;Q06;289718;118221
M082;Q07;324078;146255
M082;Q08;327521;149014
M082;Q12;291584;119647
M082;Q16;316418;139925
M082;R01;340771;89685
M082;R02;340771;89688
M082;R14;256578;92816
M082;R15;256578;92841
M082;R18;316146;139692
M082;R19;318457;141575
M082;R20;312983;137010
M082;R21;314479;138276
M082;R24;309608;134256
M082;R25;251293;118361
M082;R26;251293;88626
M082;S07;347876;165752
M082;S09;316146;165264
M082;C0101;343526;162261
M082;C0102;344445;163111
M082;C0103;344445;163114
M082;C0104;344445;163116
M082;C0105;344445;163117
M082;C0106;344445;163119
M082;C0107;344445;163121
M082;C0110;344665;163287
M082;C0111;344176;162855
M082;C0112;344176;162857
M082;C0113;344176;162858
M082;C0114;344176;162859
M082;C0115;318940;154039
M082;C0116;342511;163286
M082;C0119;342510;161707
M082;C0120;342510;161708
M082;C0121;344057;162786
M082;C0122;344057;162784
M082;C0123;344057;162785
M082;C0124;344654;163272
M082;C0125;344653;163271
M082;C0128;345764;164102
M082;C0133;345380;163819
M082;C0134;345379;163818
M082;C0138;300022;163103
M082;C0140;309117;134002
M082;C0203;322013;144538
M082;C0205;252778;160717
M082;C0206;252778;162337
M082;C0207;317514;88281
M092;A05;355644;178757
M092;B07;284277;169134
M092;C10;352374;168845
M092;C11;346951;165135
M092;E04;352335;168847
M092;E11;348516;166189
M092;F04;350721;167501
M092;F18;405404;178465
M092;F19;405404;178466
M092;G07;348586;166242
M092;H01;405658;176020
M092;H02;349877;167122
M092;H04;347743;165664
M092;H05;406827;180648
M092;H06;406827;180645
M092;I12;347557;165524
M092;I16;350031;167120
M092;I19;347837;165726
M092;J08;351339;167815
M092;J11;406102;178697
M092;J21;352467;168837
M092;K17;345766;176923
